DEPT,Region,FOL,Question,Answer,Count,WTPS_Sum
Fisheries and Oceans Canada,Atlantic,Z,MAN_80,Unable to assess,6,20.00445
Fisheries and Oceans Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,26,97.9632
Fisheries and Oceans Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,14,68.94705
Fisheries and Oceans Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,4,13.6875
Fisheries and Oceans Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,2,6.24945
Fisheries and Oceans Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,4.26315
Fisheries and Oceans Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,30,106.287
Fisheries and Oceans Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,8,29.12415
Fisheries and Oceans Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,7,25.08885
Fisheries and Oceans Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,3,9.5868
Fisheries and Oceans Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,1,3.0471
Fisheries and Oceans Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,2,6.1047
Fisheries and Oceans Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,4.26315
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,103,377.23485
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,35,120.16425
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Neither agree nor disagree,5,25.7574
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat disagree,2,6.6594
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Strongly disagree,2,8.8554
Fisheries and Oceans Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,5,38.46975
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Strongly agree,114,405.1116
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Somewhat agree,35,119.65725
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,4,14.18415
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Somewhat disagree,5,16.6281
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Strongly disagree,2,6.04125
Fisheries and Oceans Canada,National Capital Region,Z,MAN_80,Unable to assess,4,13.43325
Fisheries and Oceans Canada,Not stated,Z,MAN_80,Strongly agree,1,3.0471
Health Canada,Atlantic,Z,MAN_80,Strongly agree,9,28.3269
Health Canada,Atlantic,Z,MAN_80,Somewhat agree,1,2.97525
Health Canada,Atlantic,Z,MAN_80,Unable to assess,1,2.89965
Health Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,21,70.13655
Health Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,12,39.59925
Health Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,2.97525
Health Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,2.89965
Health Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,12,36.46215
Health Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,6,27.71295
Health Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,2.89965
Health Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,2,9.36045
Health Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,5,15.70695
Health Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,37,130.25535
Health Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,10,42.38025
Health Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,5,22.82745
Health Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,2,6.0486
Health Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,4,19.07985
Health Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,10,34.1568
Health Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,1,3.4875
Health Canada,National Capital Region,Z,MAN_80,Strongly agree,271,850.92885
Health Canada,National Capital Region,Z,MAN_80,Somewhat agree,93,286.67715
Health Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,6,20.65725
Health Canada,National Capital Region,Z,MAN_80,Somewhat disagree,5,15.5448
Health Canada,National Capital Region,Z,MAN_80,Strongly disagree,14,44.7204
Health Canada,National Capital Region,Z,MAN_80,Unable to assess,17,50.2164
Health Canada,Not stated,Z,MAN_80,Strongly agree,1,3
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Strongly agree,54,161.9463
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Somewhat agree,19,56.532
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Neither agree nor disagree,2,5.42805
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Somewhat disagree,2,6.0276
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Strongly disagree,1,3.00705
Public Services and Procurement Canada,Atlantic,Z,MAN_80,Unable to assess,1,2.41425
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,28,86.97675
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,22,64.74765
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,2,6.0276
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,3,9.0414
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly disagree,3,9.43395
Public Services and Procurement Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,2,6.27825
Public Services and Procurement Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,22,64.9695
Public Services and Procurement Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,17,51.4473
Public Services and Procurement Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,3,10.8003
Public Services and Procurement Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,26,76.78155
Public Services and Procurement Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,10,28.53735
Public Services and Procurement Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,2,7.7865
Public Services and Procurement Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,2,6.0276
Public Services and Procurement Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,3,9.2115
Public Services and Procurement Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,22,70.13055
Public Services and Procurement Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,3,8.65455
Public Services and Procurement Canada,"British Columbia, Yukon",Z,MAN_80,Neither agree nor disagree,1,3.1557
Public Services and Procurement Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat disagree,1,3.0138
Public Services and Procurement Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,4,12.2964
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Strongly agree,322,987.28665
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Somewhat agree,168,516.71595
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,22,66.5304
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Somewhat disagree,15,45.81315
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Strongly disagree,17,54.21
Public Services and Procurement Canada,National Capital Region,Z,MAN_80,Unable to assess,35,109.3143
Public Services and Procurement Canada,Outside of Canada,Z,MAN_80,Somewhat agree,1,2.65815
Statistics Canada,Atlantic,Z,MAN_80,Strongly agree,2,5.69985
Statistics Canada,Atlantic,Z,MAN_80,Somewhat agree,2,5.1387
Statistics Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,8,20.50995
Statistics Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,2.2293
Statistics Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,2,5.21775
Statistics Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,8,20.868
Statistics Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,7,18.28065
Statistics Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,4,10.5726
Statistics Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,3,7.83465
Statistics Canada,National Capital Region,Z,MAN_80,Strongly agree,238,623.3358
Statistics Canada,National Capital Region,Z,MAN_80,Somewhat agree,86,226.437
Statistics Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,13,33.30405
Statistics Canada,National Capital Region,Z,MAN_80,Somewhat disagree,8,20.88645
Statistics Canada,National Capital Region,Z,MAN_80,Strongly disagree,9,22.28655
Statistics Canada,National Capital Region,Z,MAN_80,Unable to assess,14,36.61245
Statistics Canada,Not stated,Z,MAN_80,Strongly agree,1,2.1429
Agriculture and Agri-Food Canada,Atlantic,Z,MAN_80,Strongly agree,16,52.61925
Agriculture and Agri-Food Canada,Atlantic,Z,MAN_80,Somewhat agree,3,9.79065
Agriculture and Agri-Food Canada,Atlantic,Z,MAN_80,Neither agree nor disagree,1,6.62415
Agriculture and Agri-Food Canada,Atlantic,Z,MAN_80,Unable to assess,2,6.5271
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,10,29.58
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,10,39.7164
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,3.16665
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,2,5.94855
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,14,45.49725
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,4,12.53745
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,6.62415
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,6.62415
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,49,156.70965
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,27,92.32695
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,4,12.16695
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,4,15.6537
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,3.26355
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,5,14.9205
Agriculture and Agri-Food Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,10,32.3085
Agriculture and Agri-Food Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,2.93055
Agriculture and Agri-Food Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,1,2.7723
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Strongly agree,103,336.43485
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Somewhat agree,45,149.2305
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,8,23.83695
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Somewhat disagree,3,8.79735
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Strongly disagree,1,3.2046
Agriculture and Agri-Food Canada,National Capital Region,Z,MAN_80,Unable to assess,3,9.14355
"Innovation, Science and Economic Development Canada",Atlantic,Z,MAN_80,Strongly agree,1,2.33205
"Innovation, Science and Economic Development Canada",Atlantic,Z,MAN_80,Somewhat agree,2,7.66665
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,3,7.6527
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,3,9.14535
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,2.33205
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,1,3.0558
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,8,24.74385
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,3.0558
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,2,6.8133
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,2.55
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,3,8.84205
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,8,23.4489
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,1,2.9886
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,1,3.02985
"Innovation, Science and Economic Development Canada","British Columbia, Yukon",Z,MAN_80,Strongly agree,8,25.88295
"Innovation, Science and Economic Development Canada","British Columbia, Yukon",Z,MAN_80,Somewhat agree,3,10.0368
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Strongly agree,163,532.10865
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Somewhat agree,74,244.3392
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Neither agree nor disagree,3,9.033
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Somewhat disagree,2,6.5538
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Strongly disagree,5,15.03975
"Innovation, Science and Economic Development Canada",National Capital Region,Z,MAN_80,Unable to assess,15,46.2267
"Innovation, Science and Economic Development Canada",Outside of Canada,Z,MAN_80,Unable to assess,1,3.00555
"Innovation, Science and Economic Development Canada",Not stated,Z,MAN_80,Strongly agree,2,5.05005
Environment and Climate Change Canada,Atlantic,Z,MAN_80,Strongly agree,21,65.24685
Environment and Climate Change Canada,Atlantic,Z,MAN_80,Somewhat agree,2,6.12525
Environment and Climate Change Canada,Atlantic,Z,MAN_80,Neither agree nor disagree,1,3.19995
Environment and Climate Change Canada,Atlantic,Z,MAN_80,Somewhat disagree,1,3.9285
Environment and Climate Change Canada,Atlantic,Z,MAN_80,Unable to assess,2,6.12525
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,26,82.79445
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,5,16.15485
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,3.49995
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,3.49995
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,2.7618
Environment and Climate Change Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,4,14.59245
Environment and Climate Change Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,36,123.1389
Environment and Climate Change Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,9,28.59075
Environment and Climate Change Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,1,3.36345
Environment and Climate Change Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,2,7.23525
Environment and Climate Change Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,6,21.44295
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,18,56.6055
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,9,28.2426
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Neither agree nor disagree,1,3.99375
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,1,3.1776
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,2.82285
Environment and Climate Change Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,4,11.50845
Environment and Climate Change Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,27,83.09415
Environment and Climate Change Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,4,11.78535
Environment and Climate Change Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,3,8.76225
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Strongly agree,183,585.89535
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Somewhat agree,66,208.3761
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,8,24.1425
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Somewhat disagree,1,3.49995
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Strongly disagree,3,8.0691
Environment and Climate Change Canada,National Capital Region,Z,MAN_80,Unable to assess,6,19.8183
Environment and Climate Change Canada,Not stated,Z,MAN_80,Strongly agree,1,3.30885
Transport Canada,Atlantic,Z,MAN_80,Strongly agree,27,81.60495
Transport Canada,Atlantic,Z,MAN_80,Somewhat agree,2,6.24225
Transport Canada,Atlantic,Z,MAN_80,Neither agree nor disagree,1,3.8637
Transport Canada,Atlantic,Z,MAN_80,Unable to assess,1,3.2583
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,23,70.8471
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,11,33.348
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Neither agree nor disagree,2,5.93355
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,3.37995
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly disagree,2,6.0483
Transport Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Unable to assess,4,13.50375
Transport Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,13,40.66395
Transport Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,8,25.0635
Transport Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Unable to assess,2,5.8656
Transport Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,16,48.1278
Transport Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,6,18.2727
Transport Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,1,3.8637
Transport Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,3,8.6211
Transport Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,21,64.43835
Transport Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,7,25.1415
Transport Canada,"British Columbia, Yukon",Z,MAN_80,Neither agree nor disagree,1,3.2583
Transport Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,2,5.8656
Transport Canada,National Capital Region,Z,MAN_80,Strongly agree,147,456.32835
Transport Canada,National Capital Region,Z,MAN_80,Somewhat agree,53,167.27295
Transport Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,6,18.10515
Transport Canada,National Capital Region,Z,MAN_80,Somewhat disagree,2,5.8614
Transport Canada,National Capital Region,Z,MAN_80,Strongly disagree,7,22.14495
Transport Canada,National Capital Region,Z,MAN_80,Unable to assess,9,26.33355
"Immigration, Refugees and Citizenship Canada",Atlantic,Z,MAN_80,Strongly agree,2,7.24755
"Immigration, Refugees and Citizenship Canada",Atlantic,Z,MAN_80,Somewhat agree,3,8.9001
"Immigration, Refugees and Citizenship Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,4,11.2038
"Immigration, Refugees and Citizenship Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,6,18.93045
"Immigration, Refugees and Citizenship Canada",Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,1,2.9667
"Immigration, Refugees and Citizenship Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,16,47.6235
"Immigration, Refugees and Citizenship Canada",Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,6,20.0607
"Immigration, Refugees and Citizenship Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,7,21.7509
"Immigration, Refugees and Citizenship Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,11,33.60915
"Immigration, Refugees and Citizenship Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat disagree,1,2.9667
"Immigration, Refugees and Citizenship Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,3.1506
"Immigration, Refugees and Citizenship Canada","Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,1,2.9667
"Immigration, Refugees and Citizenship Canada","British Columbia, Yukon",Z,MAN_80,Strongly agree,4,11.86455
"Immigration, Refugees and Citizenship Canada","British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,2.9667
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Strongly agree,157,535.15605
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Somewhat agree,69,227.652
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Neither agree nor disagree,5,16.3524
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Somewhat disagree,1,2.9667
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Strongly disagree,5,17.6757
"Immigration, Refugees and Citizenship Canada",National Capital Region,Z,MAN_80,Unable to assess,4,13.2849
"Immigration, Refugees and Citizenship Canada",Outside of Canada,Z,MAN_80,Strongly agree,3,10.56825
"Immigration, Refugees and Citizenship Canada",Outside of Canada,Z,MAN_80,Somewhat agree,3,9.438
"Immigration, Refugees and Citizenship Canada",Outside of Canada,Z,MAN_80,Neither agree nor disagree,1,4.125
Global Affairs Canada,Atlantic,Z,MAN_80,Strongly agree,1,3.0234
Global Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,1,3.19095
Global Affairs Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,3.0234
Global Affairs Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,1,3.04545
Global Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,1,3.04545
Global Affairs Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,1,3.5187
Global Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,1,3.5187
Global Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,3.0234
Global Affairs Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,1,3.04545
Global Affairs Canada,National Capital Region,Z,MAN_80,Strongly agree,230,753.85455
Global Affairs Canada,National Capital Region,Z,MAN_80,Somewhat agree,88,284.6793
Global Affairs Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,9,29.59215
Global Affairs Canada,National Capital Region,Z,MAN_80,Somewhat disagree,6,18.30525
Global Affairs Canada,National Capital Region,Z,MAN_80,Strongly disagree,13,42.6081
Global Affairs Canada,National Capital Region,Z,MAN_80,Unable to assess,15,50.5029
Global Affairs Canada,Outside of Canada,Z,MAN_80,Strongly agree,63,200.9208
Global Affairs Canada,Outside of Canada,Z,MAN_80,Somewhat agree,33,105.9219
Global Affairs Canada,Outside of Canada,Z,MAN_80,Neither agree nor disagree,1,3.04545
Global Affairs Canada,Outside of Canada,Z,MAN_80,Somewhat disagree,2,6.2364
Global Affairs Canada,Outside of Canada,Z,MAN_80,Strongly disagree,3,8.64345
Global Affairs Canada,Outside of Canada,Z,MAN_80,Unable to assess,4,12.36285
Global Affairs Canada,Not stated,Z,MAN_80,Strongly agree,1,3.5187
Natural Resources Canada,Atlantic,Z,MAN_80,Strongly agree,8,28.90545
Natural Resources Canada,Atlantic,Z,MAN_80,Somewhat agree,2,7.5942
Natural Resources Canada,Atlantic,Z,MAN_80,Strongly disagree,1,3.7971
Natural Resources Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,22,76.85655
Natural Resources Canada,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,4,14.1609
Natural Resources Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly agree,6,22.10265
Natural Resources Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Somewhat agree,3,9.6117
Natural Resources Canada,Ontario (excluding the National Capital Region),Z,MAN_80,Strongly disagree,1,3.7971
Natural Resources Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly agree,20,70.37715
Natural Resources Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Somewhat agree,3,10.14795
Natural Resources Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Strongly disagree,1,3.7971
Natural Resources Canada,"Prairies, Nunavut, Northwest Territories",Z,MAN_80,Unable to assess,1,3.7971
Natural Resources Canada,"British Columbia, Yukon",Z,MAN_80,Strongly agree,11,38.1888
Natural Resources Canada,"British Columbia, Yukon",Z,MAN_80,Somewhat agree,1,3.40455
Natural Resources Canada,"British Columbia, Yukon",Z,MAN_80,Neither agree nor disagree,1,3.80175
Natural Resources Canada,"British Columbia, Yukon",Z,MAN_80,Unable to assess,1,3.29115
Natural Resources Canada,National Capital Region,Z,MAN_80,Strongly agree,113,381.7323
Natural Resources Canada,National Capital Region,Z,MAN_80,Somewhat agree,42,139.29435
Natural Resources Canada,National Capital Region,Z,MAN_80,Neither agree nor disagree,5,17.07735
Natural Resources Canada,National Capital Region,Z,MAN_80,Somewhat disagree,6,19.6305
Natural Resources Canada,National Capital Region,Z,MAN_80,Strongly disagree,2,6.6189
Natural Resources Canada,National Capital Region,Z,MAN_80,Unable to assess,14,45.7596
Natural Resources Canada,Not stated,Z,MAN_80,Strongly agree,1,3.21435
Natural Resources Canada,Not stated,Z,MAN_80,Strongly disagree,1,3.47625
Royal Canadian Mounted Police,Atlantic,Z,MAN_80,Strongly agree,19,60.96855
Royal Canadian Mounted Police,Atlantic,Z,MAN_80,Somewhat agree,8,24.15855
Royal Canadian Mounted Police,Atlantic,Z,MAN_80,Neither agree nor disagree,2,6.07815
Royal Canadian Mounted Police,Atlantic,Z,MAN_80,Strongly disagree,1,3.33945
Royal Canadian Mounted Police,Atlantic,Z,MAN_80,Unable to assess,4,12.86025
Royal Canadian Mounted Police,Quebec (excluding the National Capital Region),Z,MAN_80,Strongly agree,3,9.37815
Royal Canadian Mounted Police,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat agree,2,6.6789
Royal Canadian Mounted Police,Quebec (excluding the National Capital Region),Z,MAN_80,Somewhat disagree,2,6.2181
